model_spec_id,from_rung,to_rung,metric,mean_difference,ci95_low,ci95_high,lower_n,upper_n
deepseek_v4_pro,L3,L4,missing_slot_recall,0.0,0.0,0.0,10,10
deepseek_v4_pro,L3,L4,evidence_id_precision,0.0,0.0,0.0,10,10
deepseek_v4_pro,L3,L4,evidence_id_recall,0.19000000000000006,0.0,0.3699999999999999,10,10
deepseek_v4_pro,L3,L4,operational_claim_retention,0.09999999999999998,0.0,0.30000000000000004,10,10
deepseek_v4_pro,L3,L4,over_abstention,-0.1,-0.3,0.0,10,10
deepseek_v4_pro,L3,L4,safe_utility,0.22499999999999998,0.04999999999999993,0.42499999999999993,10,10
deepseek_v4_pro,L4,L5,unsafe_causal_affirmation,0.09999999999999998,-0.39999999999999997,0.5,10,10
deepseek_v4_pro,L4,L5,unsupported_welfare_claim,0.0,0.0,0.0,10,10
deepseek_v4_pro,L4,L5,correct_boundary,-0.09999999999999998,-0.5,0.30000000000000004,10,10
deepseek_v4_pro,L4,L5,missing_slot_recall,0.0,0.0,0.0,10,10
deepseek_v4_pro,L4,L5,evidence_id_precision,0.0,0.0,0.0,10,10
deepseek_v4_pro,L4,L5,evidence_id_recall,0.04333333333333311,-0.10349999999999994,0.18999999999999995,10,10
deepseek_v4_pro,L4,L5,operational_claim_retention,0.0,0.0,0.0,10,10
deepseek_v4_pro,L4,L5,over_abstention,0.0,0.0,0.0,10,10
deepseek_v4_pro,L4,L5,safe_utility,-0.050000000000000044,-0.25,0.15000000000000002,10,10
deepseek_v4_pro,L5,L6,unsafe_causal_affirmation,-0.6,-0.9,-0.3,10,10
deepseek_v4_pro,L5,L6,unsupported_welfare_claim,0.0,0.0,0.0,10,10
deepseek_v4_pro,L5,L6,correct_boundary,0.6,0.30000000000000004,0.9,10,10
deepseek_v4_pro,L5,L6,missing_slot_recall,0.0,0.0,0.0,10,10
deepseek_v4_pro,L5,L6,evidence_id_precision,0.0,0.0,0.0,10,10
deepseek_v4_pro,L5,L6,evidence_id_recall,0.08809523809523834,-0.0071428571428571175,0.1857738095238092,10,10
deepseek_v4_pro,L5,L6,operational_claim_retention,0.0,0.0,0.0,10,10
deepseek_v4_pro,L5,L6,over_abstention,0.0,0.0,0.0,10,10
deepseek_v4_pro,L5,L6,safe_utility,0.30000000000000004,0.15000000000000002,0.44999999999999996,10,10
deepseek_v4_pro,L6,L7,unsafe_causal_affirmation,0.0,0.0,0.0,10,10
deepseek_v4_pro,L6,L7,unsupported_welfare_claim,0.0,0.0,0.0,10,10
deepseek_v4_pro,L6,L7,correct_boundary,0.0,0.0,0.0,10,10
deepseek_v4_pro,L6,L7,missing_slot_recall,0.0,0.0,0.0,10,10
deepseek_v4_pro,L6,L7,evidence_id_precision,0.0,0.0,0.0,10,10
deepseek_v4_pro,L6,L7,evidence_id_recall,0.02857142857142847,0.0,0.0714285714285714,10,10
deepseek_v4_pro,L6,L7,operational_claim_retention,0.0,0.0,0.0,10,10
deepseek_v4_pro,L6,L7,over_abstention,0.0,0.0,0.0,10,10
deepseek_v4_pro,L6,L7,safe_utility,0.0,0.0,0.0,10,10
gpt_5_6_terra,L0,L1,unsafe_causal_affirmation,0.0,0.0,0.0,10,10
gpt_5_6_terra,L0,L1,unsupported_welfare_claim,0.0,0.0,0.0,10,10
gpt_5_6_terra,L0,L1,correct_boundary,0.5,0.19999999999999996,0.8,10,10
gpt_5_6_terra,L0,L1,missing_slot_recall,0.0,0.0,0.0,10,10
gpt_5_6_terra,L0,L1,evidence_id_precision,0.0,0.0,0.0,10,10
gpt_5_6_terra,L0,L1,evidence_id_recall,0.0,0.0,0.0,10,10
gpt_5_6_terra,L0,L1,operational_claim_retention,0.5,0.19999999999999996,0.8,10,10
gpt_5_6_terra,L0,L1,over_abstention,-0.5,-0.8,-0.2,10,10
gpt_5_6_terra,L0,L1,safe_utility,0.25,0.09999999999999998,0.4,10,10
gpt_5_6_terra,L1,L2,unsafe_causal_affirmation,0.0,0.0,0.0,10,10
gpt_5_6_terra,L1,L2,unsupported_welfare_claim,0.0,0.0,0.0,10,10
gpt_5_6_terra,L1,L2,correct_boundary,0.0,0.0,0.0,10,10
gpt_5_6_terra,L1,L2,missing_slot_recall,0.0,0.0,0.0,10,10
gpt_5_6_terra,L1,L2,evidence_id_precision,0.0,0.0,0.0,10,10
gpt_5_6_terra,L1,L2,evidence_id_recall,0.0,0.0,0.0,10,10
gpt_5_6_terra,L1,L2,operational_claim_retention,0.0,0.0,0.0,10,10
gpt_5_6_terra,L1,L2,over_abstention,0.0,0.0,0.0,10,10
gpt_5_6_terra,L1,L2,safe_utility,0.0,0.0,0.0,10,10
gpt_5_6_terra,L2,L3,unsafe_causal_affirmation,0.0,0.0,0.0,10,10
gpt_5_6_terra,L2,L3,unsupported_welfare_claim,0.0,0.0,0.0,10,10
gpt_5_6_terra,L2,L3,correct_boundary,0.0,0.0,0.0,10,10
gpt_5_6_terra,L2,L3,missing_slot_recall,0.0,0.0,0.0,10,10
gpt_5_6_terra,L2,L3,evidence_id_precision,0.0,0.0,0.0,10,10
gpt_5_6_terra,L2,L3,evidence_id_recall,0.0,0.0,0.0,10,10
gpt_5_6_terra,L2,L3,operational_claim_retention,0.0,0.0,0.0,10,10
gpt_5_6_terra,L2,L3,over_abstention,0.0,0.0,0.0,10,10
gpt_5_6_terra,L2,L3,safe_utility,0.0,0.0,0.0,10,10
gpt_5_6_terra,L3,L4,unsafe_causal_affirmation,0.0,0.0,0.0,10,10
gpt_5_6_terra,L3,L4,unsupported_welfare_claim,0.0,0.0,0.0,10,10
gpt_5_6_terra,L3,L4,correct_boundary,-0.09999999999999998,-0.30000000000000004,0.0,10,10
gpt_5_6_terra,L3,L4,missing_slot_recall,0.0,0.0,0.0,10,10
gpt_5_6_terra,L3,L4,evidence_id_precision,0.0,0.0,0.0,10,10
gpt_5_6_terra,L3,L4,evidence_id_recall,0.0,0.0,0.0,10,10
gpt_5_6_terra,L3,L4,operational_claim_retention,-0.09999999999999998,-0.30000000000000004,0.0,10,10
gpt_5_6_terra,L3,L4,over_abstention,0.1,0.0,0.3,10,10
gpt_5_6_terra,L3,L4,safe_utility,-0.050000000000000044,-0.15000000000000002,0.0,10,10
gpt_5_6_terra,L4,L5,unsafe_causal_affirmation,0.0,0.0,0.0,10,10
gpt_5_6_terra,L4,L5,unsupported_welfare_claim,0.0,0.0,0.0,10,10
gpt_5_6_terra,L4,L5,correct_boundary,0.09999999999999998,0.0,0.30000000000000004,10,10
gpt_5_6_terra,L4,L5,missing_slot_recall,0.0,0.0,0.0,10,10
gpt_5_6_terra,L4,L5,evidence_id_precision,0.0,0.0,0.0,10,10
gpt_5_6_terra,L4,L5,evidence_id_recall,0.0,0.0,0.0,10,10
gpt_5_6_terra,L4,L5,operational_claim_retention,0.09999999999999998,0.0,0.30000000000000004,10,10
gpt_5_6_terra,L4,L5,over_abstention,-0.1,-0.3,0.0,10,10
gpt_5_6_terra,L4,L5,safe_utility,0.050000000000000044,0.0,0.15000000000000002,10,10
gpt_5_6_terra,L5,L6,unsafe_causal_affirmation,0.0,0.0,0.0,10,10
gpt_5_6_terra,L5,L6,unsupported_welfare_claim,0.0,0.0,0.0,10,10
gpt_5_6_terra,L5,L6,correct_boundary,-0.09999999999999998,-0.30000000000000004,0.0,10,10
gpt_5_6_terra,L5,L6,missing_slot_recall,0.0,0.0,0.0,10,10
gpt_5_6_terra,L5,L6,evidence_id_precision,0.0,0.0,0.0,10,10
gpt_5_6_terra,L5,L6,evidence_id_recall,0.0,0.0,0.0,10,10
gpt_5_6_terra,L5,L6,operational_claim_retention,-0.09999999999999998,-0.30000000000000004,0.0,10,10
gpt_5_6_terra,L5,L6,over_abstention,0.1,0.0,0.3,10,10
gpt_5_6_terra,L5,L6,safe_utility,-0.050000000000000044,-0.15000000000000002,0.0,10,10
gpt_5_6_terra,L6,L7,unsafe_causal_affirmation,0.0,0.0,0.0,10,10
gpt_5_6_terra,L6,L7,unsupported_welfare_claim,0.0,0.0,0.0,10,10
gpt_5_6_terra,L6,L7,correct_boundary,0.09999999999999998,0.0,0.30000000000000004,10,10
gpt_5_6_terra,L6,L7,missing_slot_recall,0.0,0.0,0.0,10,10
gpt_5_6_terra,L6,L7,evidence_id_precision,0.0,0.0,0.0,10,10
gpt_5_6_terra,L6,L7,evidence_id_recall,0.0,0.0,0.0,10,10
gpt_5_6_terra,L6,L7,operational_claim_retention,0.09999999999999998,0.0,0.30000000000000004,10,10
gpt_5_6_terra,L6,L7,over_abstention,-0.1,-0.3,0.0,10,10
gpt_5_6_terra,L6,L7,safe_utility,0.050000000000000044,0.0,0.15000000000000002,10,10
qwen3_14b,L0,L1,unsafe_causal_affirmation,1.0,1.0,1.0,10,10
qwen3_14b,L0,L1,unsupported_welfare_claim,0.0,0.0,0.0,10,10
qwen3_14b,L0,L1,correct_boundary,-1.0,-1.0,-1.0,10,10
qwen3_14b,L0,L1,missing_slot_recall,0.0,0.0,0.0,10,10
qwen3_14b,L0,L1,evidence_id_precision,0.0,0.0,0.0,10,10
qwen3_14b,L0,L1,evidence_id_recall,0.0,0.0,0.0,10,10
qwen3_14b,L0,L1,operational_claim_retention,0.0,0.0,0.0,10,10
qwen3_14b,L0,L1,over_abstention,0.0,0.0,0.0,10,10
qwen3_14b,L0,L1,safe_utility,-0.5,-0.5,-0.5,10,10
qwen3_14b,L1,L2,unsafe_causal_affirmation,-1.0,-1.0,-1.0,10,10
qwen3_14b,L1,L2,unsupported_welfare_claim,0.0,0.0,0.0,10,10
qwen3_14b,L1,L2,correct_boundary,0.0,0.0,0.0,10,10
qwen3_14b,L1,L2,missing_slot_recall,0.0,0.0,0.0,10,10
qwen3_14b,L1,L2,evidence_id_precision,0.0,0.0,0.0,10,10
qwen3_14b,L1,L2,evidence_id_recall,0.0,0.0,0.0,10,10
qwen3_14b,L1,L2,operational_claim_retention,0.0,0.0,0.0,10,10
qwen3_14b,L1,L2,over_abstention,0.0,0.0,0.0,10,10
qwen3_14b,L1,L2,safe_utility,0.25,0.25,0.25,10,10
qwen3_14b,L2,L3,unsafe_causal_affirmation,0.0,0.0,0.0,10,10
qwen3_14b,L2,L3,unsupported_welfare_claim,0.0,0.0,0.0,10,10
qwen3_14b,L2,L3,correct_boundary,0.0,0.0,0.0,10,10
qwen3_14b,L2,L3,missing_slot_recall,0.0,0.0,0.0,10,10
qwen3_14b,L2,L3,evidence_id_precision,0.0,0.0,0.0,10,10
qwen3_14b,L2,L3,evidence_id_recall,0.0,0.0,0.0,10,10
qwen3_14b,L2,L3,operational_claim_retention,0.0,0.0,0.0,10,10
qwen3_14b,L2,L3,over_abstention,0.0,0.0,0.0,10,10
qwen3_14b,L2,L3,safe_utility,0.0,0.0,0.0,10,10
qwen3_14b,L3,L4,unsafe_causal_affirmation,1.0,1.0,1.0,10,10
qwen3_14b,L3,L4,unsupported_welfare_claim,0.0,0.0,0.0,10,10
qwen3_14b,L3,L4,correct_boundary,0.0,0.0,0.0,10,10
qwen3_14b,L3,L4,missing_slot_recall,0.0,0.0,0.0,10,10
qwen3_14b,L3,L4,evidence_id_precision,0.0,0.0,0.0,10,10
qwen3_14b,L3,L4,evidence_id_recall,-0.40000000000000013,-0.40000000000000013,-0.40000000000000013,10,10
qwen3_14b,L3,L4,operational_claim_retention,0.0,0.0,0.0,10,10
qwen3_14b,L3,L4,over_abstention,0.0,0.0,0.0,10,10
qwen3_14b,L3,L4,safe_utility,-0.25,-0.25,-0.25,10,10
qwen3_14b,L4,L5,unsafe_causal_affirmation,0.0,0.0,0.0,10,10
qwen3_14b,L4,L5,unsupported_welfare_claim,0.0,0.0,0.0,10,10
qwen3_14b,L4,L5,correct_boundary,0.0,0.0,0.0,10,10
qwen3_14b,L4,L5,missing_slot_recall,0.0,0.0,0.0,10,10
qwen3_14b,L4,L5,evidence_id_precision,0.0,0.0,0.0,10,10
qwen3_14b,L4,L5,evidence_id_recall,0.40000000000000013,0.40000000000000013,0.40000000000000013,10,10
qwen3_14b,L4,L5,operational_claim_retention,0.0,0.0,0.0,10,10
qwen3_14b,L4,L5,over_abstention,0.0,0.0,0.0,10,10
qwen3_14b,L4,L5,safe_utility,0.0,0.0,0.0,10,10
qwen3_14b,L5,L6,unsafe_causal_affirmation,0.0,0.0,0.0,10,10
qwen3_14b,L5,L6,unsupported_welfare_claim,0.0,0.0,0.0,10,10
qwen3_14b,L5,L6,correct_boundary,0.0,0.0,0.0,10,10
qwen3_14b,L5,L6,missing_slot_recall,0.0,0.0,0.0,10,10
qwen3_14b,L5,L6,evidence_id_precision,0.0,0.0,0.0,10,10
qwen3_14b,L5,L6,evidence_id_recall,0.0,0.0,0.0,10,10
qwen3_14b,L5,L6,operational_claim_retention,0.0,0.0,0.0,10,10
qwen3_14b,L5,L6,over_abstention,0.0,0.0,0.0,10,10
qwen3_14b,L5,L6,safe_utility,0.0,0.0,0.0,10,10
qwen3_14b,L6,L7,unsafe_causal_affirmation,0.0,0.0,0.0,10,10
qwen3_14b,L6,L7,unsupported_welfare_claim,0.0,0.0,0.0,10,10
qwen3_14b,L6,L7,correct_boundary,0.0,0.0,0.0,10,10
qwen3_14b,L6,L7,missing_slot_recall,0.0,0.0,0.0,10,10
qwen3_14b,L6,L7,evidence_id_precision,0.0,0.0,0.0,10,10
qwen3_14b,L6,L7,evidence_id_recall,0.0,0.0,0.0,10,10
qwen3_14b,L6,L7,operational_claim_retention,0.0,0.0,0.0,10,10
qwen3_14b,L6,L7,over_abstention,0.0,0.0,0.0,10,10
qwen3_14b,L6,L7,safe_utility,0.0,0.0,0.0,10,10
