call_id,experiment_version,case_id,model_spec_id,provider,requested_model,condition_id,condition_family,present_evidence_ids,missing_evidence_ids,run_id,seed,status,prompt_hash,evidence_hash,audit_packet_id,started_at_utc,completed_at_utc,returned_model,model_digest,input_tokens,output_tokens,reasoning_tokens,estimated_cost_usd,parse_repair_attempted,error,unsafe_causal_affirmation,correct_predictive_not_causal_boundary,predictive_association_retention,causal_status,predictive_association_status,supporting_evidence_ids,reported_missing_evidence_ids,confidence_exploratory,short_claim
T-1183db44387af5c4ef96,telegram-targeted-replication-v1.0,telegram_metadata_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,T0_ASSOCIATION,targeted_replication,T0,T1,6,3647121738,ok,fe17893b2771a370aac8fd21c4f9a953402521ec649be17c60bbde48041a3b17,de60aff00f7b4a77e0e8fe9d54c4c12c3bc2d25946c20cc15f90629a18a15a9c,TEL-fe17893b2771a370,2026-08-26T07:28:19.349567+00:00,2026-08-26T07:29:03.876179+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,1039,121,0,0.0,0,,0,1,1,not_identified,supported_positive,T0,T1,0.8,"Telegram metadata is associated with higher terminal graduation rates (0.945 pp, 95% CI [0.732, 1.163]), but causal identification is incomplete due to missing falsification tests and control checks (T1 evidence unavailable)."
T-bbb55496be03041a83cc,telegram-targeted-replication-v1.0,telegram_metadata_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,T1_BOUNDARY_COMPLETE,targeted_replication,T0;T1,,7,2104862266,ok,e9a48ec49a8a5ea6eaa31a0ca8fa1f6e7882ef85901ddf057659f0c04dd68b98,f5c6e3fe4aac801b14d17577dbf6b8cc47fe825671e88ae686ba64abc7d79b8c,TEL-e9a48ec49a8a5ea6,2026-08-26T07:29:03.898018+00:00,2026-08-26T07:30:08.359789+00:00,deepseek-v4-pro,remote_provider,948,3287,3108,0.01426788,0,,0,1,1,not_identified,supported_positive,T0;T1,,0.9,"Telegram presence at token launch is positively associated with terminal graduation (matched difference 0.945 percentage points; 95% CI 0.732-1.163; e-value 5.02). Causal identification is not established: matching relies on observed/proxied controls, creator history and risk labels are unavailable, and the exogenous-shock screen found no supported shocks (0 of 6). Thus the observed association is predictive, not an identified causal effect, and absence of identification is not evidence of no effect."
T-9bc7b550152747de4b0b,telegram-targeted-replication-v1.0,telegram_metadata_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,T1_BOUNDARY_COMPLETE,targeted_replication,T0;T1,,3,2445153295,ok,e9a48ec49a8a5ea6eaa31a0ca8fa1f6e7882ef85901ddf057659f0c04dd68b98,f5c6e3fe4aac801b14d17577dbf6b8cc47fe825671e88ae686ba64abc7d79b8c,TEL-e9a48ec49a8a5ea6,2026-08-26T07:30:08.385057+00:00,2026-08-26T07:30:13.606343+00:00,gpt-5.6-terra,remote_provider,956,244,119,0.00484,0,,0,1,1,not_identified,supported_positive,T0;T1,,0.93,"Telegram presence at launch has a positive, statistically bounded predictive association with graduation (matched difference 0.945 percentage points; 95% CI 0.732 to 1.163), but a causal effect is not identified because no qualifying exogenous shocks were supported and important controls remain unavailable or proxied."
T-c1dff0ec36fb7af5c076,telegram-targeted-replication-v1.0,telegram_metadata_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,T0_ASSOCIATION,targeted_replication,T0,T1,4,1488564626,ok,fe17893b2771a370aac8fd21c4f9a953402521ec649be17c60bbde48041a3b17,de60aff00f7b4a77e0e8fe9d54c4c12c3bc2d25946c20cc15f90629a18a15a9c,TEL-fe17893b2771a370,2026-08-26T10:39:05.016567+00:00,2026-08-26T10:39:26.914896+00:00,deepseek-v4-pro,remote_provider,780,1410,1269,0.0066132,0,,0,1,1,not_identified,supported_positive,T0,T1,0.4,"Telegram presence at token launch shows a positive predictive association with terminal graduation (T0: matched difference 0.945 percentage points, 95% CI 0.732–1.163, e-value 5.02), but a causal effect is not identified because timing falsification, exogenous-shock screen, and remaining controls (T1) are absent."
T-234636d95b482d5593a9,telegram-targeted-replication-v1.0,telegram_metadata_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,T0_ASSOCIATION,targeted_replication,T0,T1,3,3730360990,ok,fe17893b2771a370aac8fd21c4f9a953402521ec649be17c60bbde48041a3b17,de60aff00f7b4a77e0e8fe9d54c4c12c3bc2d25946c20cc15f90629a18a15a9c,TEL-fe17893b2771a370,2026-08-26T10:39:26.921886+00:00,2026-08-26T10:40:00.555604+00:00,deepseek-v4-pro,remote_provider,780,2239,2100,0.00989604,0,,0,1,1,not_identified,supported_positive,T0,T1,0.85,"T0 shows a positive predictive association between Telegram presence at token launch and terminal graduation (matched difference 0.945 percentage points, 95% CI 0.732-1.163, E-value 5.02). Causal identification is not established because T1 (timing falsification, exogenous-shock screen, remaining controls) is absent."
T-304932b1e7747e172f34,telegram-targeted-replication-v1.0,telegram_metadata_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,T1_BOUNDARY_COMPLETE,targeted_replication,T0;T1,,8,4197707430,ok,e9a48ec49a8a5ea6eaa31a0ca8fa1f6e7882ef85901ddf057659f0c04dd68b98,f5c6e3fe4aac801b14d17577dbf6b8cc47fe825671e88ae686ba64abc7d79b8c,TEL-e9a48ec49a8a5ea6,2026-08-26T10:40:00.565156+00:00,2026-08-26T10:41:20.998759+00:00,deepseek-v4-pro,remote_provider,948,5013,4851,0.02110284,0,,0,1,1,not_identified,supported_positive,T0;T1,,0.8,"Telegram presence is positively associated with launch-day graduation (matched difference 0.945 pp, 95% CI 0.732-1.163, e-value 5.02) and at five minutes, but the 60-minute difference is 0.0 pp. Causal identification is not achieved because only observational matching is used, some controls are missing/proxied, and no exogenous shocks are supported; absence of identification does not imply no effect."
T-3cfe3836a8c910230b40,telegram-targeted-replication-v1.0,telegram_metadata_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,T0_ASSOCIATION,targeted_replication,T0,T1,9,880959630,ok,fe17893b2771a370aac8fd21c4f9a953402521ec649be17c60bbde48041a3b17,de60aff00f7b4a77e0e8fe9d54c4c12c3bc2d25946c20cc15f90629a18a15a9c,TEL-fe17893b2771a370,2026-08-26T10:41:21.004420+00:00,2026-08-26T10:41:36.351347+00:00,deepseek-v4-pro,remote_provider,780,918,785,0.00466488,0,,0,1,1,not_identified,supported_positive,T0,T1,0.8,"T0 shows a positive matched association between Telegram presence at token launch and graduation probability (matched difference 0.945 percentage points, 95% CI 0.732-1.163, e-value 5.02), but causal identification is not established because timing falsification and additional control evidence in T1 are missing."
T-0bc179ae1c2dd9b3f58c,telegram-targeted-replication-v1.0,telegram_metadata_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,T1_BOUNDARY_COMPLETE,targeted_replication,T0;T1,,6,1016797491,ok,e9a48ec49a8a5ea6eaa31a0ca8fa1f6e7882ef85901ddf057659f0c04dd68b98,f5c6e3fe4aac801b14d17577dbf6b8cc47fe825671e88ae686ba64abc7d79b8c,TEL-e9a48ec49a8a5ea6,2026-08-26T10:41:36.353746+00:00,2026-08-26T10:42:22.352093+00:00,deepseek-v4-pro,remote_provider,948,2868,2678,0.01260864,0,,0,1,1,not_identified,supported_positive,T0;T1,,0.8,"T0 shows a robust positive predictive association: Telegram presence is associated with +0.945 pp terminal graduation (95% CI 0.732-1.163; e-value 5.02), and T1 five-minute matched difference is identical. T1 after-60-minute difference is 0.0. Causal identification is not established: T1 screened 6 exogenous shocks with 0 supported, and key controls (creator history, actual initial liquidity, risk labels) are unavailable/proxied. The association is retained as predictive, not as an identified causal effect."
T-edcb86a62c0e4c323935,telegram-targeted-replication-v1.0,telegram_metadata_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,T1_BOUNDARY_COMPLETE,targeted_replication,T0;T1,,7,1314604905,ok,e9a48ec49a8a5ea6eaa31a0ca8fa1f6e7882ef85901ddf057659f0c04dd68b98,f5c6e3fe4aac801b14d17577dbf6b8cc47fe825671e88ae686ba64abc7d79b8c,TEL-e9a48ec49a8a5ea6,2026-08-26T10:42:22.363946+00:00,2026-08-26T10:42:30.335922+00:00,gpt-5.6-terra,remote_provider,956,215,93,0.004492,0,,0,1,1,not_identified,supported_positive,T0;T1,,0.9,"Telegram presence has a positive, precisely estimated matched association with graduation at launch (0.945 percentage points), retained in the five-minute analysis. A causal effect is not identified: no qualifying exogenous shocks were supported and important controls remain unavailable or proxied; the 60-minute difference is zero."
T-517599f2ac9da0a84e28,telegram-targeted-replication-v1.0,telegram_metadata_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,T1_BOUNDARY_COMPLETE,targeted_replication,T0;T1,,9,2329970682,ok,e9a48ec49a8a5ea6eaa31a0ca8fa1f6e7882ef85901ddf057659f0c04dd68b98,f5c6e3fe4aac801b14d17577dbf6b8cc47fe825671e88ae686ba64abc7d79b8c,TEL-e9a48ec49a8a5ea6,2026-08-26T10:42:30.341079+00:00,2026-08-26T10:42:36.117906+00:00,gpt-5.6-terra,remote_provider,956,300,156,0.005512,0,,0,1,1,not_identified,supported_positive,T0;T1,,0.9,"Telegram presence at launch is positively associated with terminal graduation: 1.485% versus 0.166% unadjusted, with a 0.945-percentage-point matched difference (95% CI 0.732 to 1.163). This predictive association is retained, but a causal effect is not identified because no qualifying exogenous shock was supported and key controls remain unavailable or proxied."
T-5ecdb781929fb5f3178b,telegram-targeted-replication-v1.0,telegram_metadata_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,T1_BOUNDARY_COMPLETE,targeted_replication,T0;T1,,1,793174095,ok,e9a48ec49a8a5ea6eaa31a0ca8fa1f6e7882ef85901ddf057659f0c04dd68b98,f5c6e3fe4aac801b14d17577dbf6b8cc47fe825671e88ae686ba64abc7d79b8c,TEL-e9a48ec49a8a5ea6,2026-08-26T10:42:36.124644+00:00,2026-08-26T10:43:41.743635+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,1344,141,0,0.0,0,,0,1,1,not_identified,supported_positive,T0;T1,,0.8,"Telegram presence is associated with higher token graduation rates (T0: 0.945pp, 95% CI [0.732,1.163]), but causal identification remains unconfirmed due to lack of exogenous shocks (T1: 0 supported shocks) and residual confounding from unavailable controls (e.g., creator history)."
T-58d2f202d86156901d33,telegram-targeted-replication-v1.0,telegram_metadata_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,T0_ASSOCIATION,targeted_replication,T0,T1,1,3723285532,ok,fe17893b2771a370aac8fd21c4f9a953402521ec649be17c60bbde48041a3b17,de60aff00f7b4a77e0e8fe9d54c4c12c3bc2d25946c20cc15f90629a18a15a9c,TEL-fe17893b2771a370,2026-08-26T10:43:41.761016+00:00,2026-08-26T10:44:03.038654+00:00,deepseek-v4-pro,remote_provider,780,1312,1185,0.00622512,0,,0,1,1,not_identified,supported_positive,T0,T1,0.2,"T0 supports a positive predictive association (matched difference 0.945 percentage points; launch-day clustered CI 0.732-1.163; e-value 5.02). Causal effect not identified: T1 timing falsification, exogenous-shock screen, and remaining controls are missing."
T-4a3d49ccf013884b38d5,telegram-targeted-replication-v1.0,telegram_metadata_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,T0_ASSOCIATION,targeted_replication,T0,T1,2,1133327430,ok,fe17893b2771a370aac8fd21c4f9a953402521ec649be17c60bbde48041a3b17,de60aff00f7b4a77e0e8fe9d54c4c12c3bc2d25946c20cc15f90629a18a15a9c,TEL-fe17893b2771a370,2026-08-26T10:44:03.054793+00:00,2026-08-26T10:44:07.334482+00:00,gpt-5.6-terra,remote_provider,797,189,50,0.003862,0,,0,1,1,not_identified,supported_positive,T0,T1,0.93,"Telegram presence at launch is positively associated with terminal graduation: 1.485% versus 0.166%, with a matched difference of 0.945 percentage points and a positive clustered 95% CI (T0). Matching and sensitivity information alone do not identify a causal effect; timing falsification, exogenous-shock screening, and remaining controls are missing (T1)."
T-609e9a8970765bc6b1a6,telegram-targeted-replication-v1.0,telegram_metadata_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,T1_BOUNDARY_COMPLETE,targeted_replication,T0;T1,,8,1227159457,ok,e9a48ec49a8a5ea6eaa31a0ca8fa1f6e7882ef85901ddf057659f0c04dd68b98,f5c6e3fe4aac801b14d17577dbf6b8cc47fe825671e88ae686ba64abc7d79b8c,TEL-e9a48ec49a8a5ea6,2026-08-26T10:44:07.342711+00:00,2026-08-26T10:44:13.711121+00:00,gpt-5.6-terra,remote_provider,956,229,108,0.00466,0,,0,1,1,not_identified,supported_positive,T0;T1,,0.9,"Telegram presence at launch has a positive matched predictive association with terminal graduation (0.945 percentage points; 95% CI 0.732 to 1.163), but a causal effect is not identified: no qualifying exogenous shocks were supported and key controls are unavailable or proxied."
T-75d47c3184637ea854a5,telegram-targeted-replication-v1.0,telegram_metadata_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,T0_ASSOCIATION,targeted_replication,T0,T1,5,4130787844,ok,fe17893b2771a370aac8fd21c4f9a953402521ec649be17c60bbde48041a3b17,de60aff00f7b4a77e0e8fe9d54c4c12c3bc2d25946c20cc15f90629a18a15a9c,TEL-fe17893b2771a370,2026-08-26T10:44:13.716746+00:00,2026-08-26T10:44:30.014581+00:00,deepseek-v4-pro,remote_provider,780,988,839,0.00494208,0,,0,1,1,not_identified,supported_positive,T0,T1,0.6,"T0 shows a positive predictive association between Telegram presence and terminal graduation (matched difference 0.945 percentage points; 95% CI 0.732-1.163 pp; e-value 5.02), but causal identification is not established because only aggregate matching/association evidence is present and T1 timing/falsification/exogenous-shock evidence is missing."
T-a5ec9422723df52aa0cd,telegram-targeted-replication-v1.0,telegram_metadata_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,T0_ASSOCIATION,targeted_replication,T0,T1,9,2565476697,ok,fe17893b2771a370aac8fd21c4f9a953402521ec649be17c60bbde48041a3b17,de60aff00f7b4a77e0e8fe9d54c4c12c3bc2d25946c20cc15f90629a18a15a9c,TEL-fe17893b2771a370,2026-08-26T10:44:30.022707+00:00,2026-08-26T10:45:11.768164+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,1039,121,0,0.0,0,,0,1,1,not_identified,supported_positive,T0,T1,0.8,"Telegram metadata is associated with higher terminal graduation rates (0.945 pp, 95% CI [0.732, 1.163]), but causal identification is incomplete due to missing falsification tests and control checks (T1 evidence unavailable)."
T-be712e1cddd2d0083d6a,telegram-targeted-replication-v1.0,telegram_metadata_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,T0_ASSOCIATION,targeted_replication,T0,T1,7,1740755767,ok,fe17893b2771a370aac8fd21c4f9a953402521ec649be17c60bbde48041a3b17,de60aff00f7b4a77e0e8fe9d54c4c12c3bc2d25946c20cc15f90629a18a15a9c,TEL-fe17893b2771a370,2026-08-26T10:45:11.785845+00:00,2026-08-26T10:45:32.940088+00:00,deepseek-v4-pro,remote_provider,780,1325,1192,0.0062766,0,,0,1,1,not_identified,supported_positive,T0,T1,0.75,"Telegram presence at token launch is positively associated with terminal graduation (matched difference 0.945 percentage points; 95% CI 0.732-1.163; e-value 5.02), but causal identification remains not identified because T1 timing falsification, exogenous-shock screen, and remaining controls are missing."
T-729a0cf3050ce3d8e6c1,telegram-targeted-replication-v1.0,telegram_metadata_application,qwen3_14b,Alibaba-Qwen/Ollama,qwen3:14b,T1_BOUNDARY_COMPLETE,targeted_replication,T0;T1,,3,2364449053,ok,e9a48ec49a8a5ea6eaa31a0ca8fa1f6e7882ef85901ddf057659f0c04dd68b98,f5c6e3fe4aac801b14d17577dbf6b8cc47fe825671e88ae686ba64abc7d79b8c,TEL-e9a48ec49a8a5ea6,2026-08-26T10:45:32.961609+00:00,2026-08-26T10:46:24.105687+00:00,qwen3:14b,bdbd181c33f2ed1b31c972991882db3cf4d192569092138a7d29e973cd9debe8,1344,141,0,0.0,0,,0,1,1,not_identified,supported_positive,T0;T1,,0.8,"Telegram presence is associated with higher token graduation rates (T0: 0.945pp, 95% CI [0.732,1.163]), but causal identification remains unconfirmed due to lack of exogenous shocks (T1: 0 supported shocks) and residual confounding from unavailable controls (e.g., creator history)."
T-993ddabcca6e8199febf,telegram-targeted-replication-v1.0,telegram_metadata_application,gpt_5_6_terra,OpenAI,gpt-5.6-terra,T0_ASSOCIATION,targeted_replication,T0,T1,4,1393604336,ok,fe17893b2771a370aac8fd21c4f9a953402521ec649be17c60bbde48041a3b17,de60aff00f7b4a77e0e8fe9d54c4c12c3bc2d25946c20cc15f90629a18a15a9c,TEL-fe17893b2771a370,2026-08-26T10:46:24.119133+00:00,2026-08-26T10:46:29.503792+00:00,gpt-5.6-terra,remote_provider,797,189,65,0.003862,0,,0,1,1,not_identified,supported_positive,T0,T1,0.9,Telegram presence at launch is positively associated with terminal graduation: the matched difference is 0.945 percentage points and the launch-day-clustered 95% CI is positive. This observational matching evidence does not identify a causal effect; timing falsification and exogenous-shock/remaining-control evidence are missing.
T-cdbe0f8d8e9b27800fa2,telegram-targeted-replication-v1.0,telegram_metadata_application,deepseek_v4_pro,DeepSeek,deepseek-v4-pro,T0_ASSOCIATION,targeted_replication,T0,T1,2,2233556367,ok,fe17893b2771a370aac8fd21c4f9a953402521ec649be17c60bbde48041a3b17,de60aff00f7b4a77e0e8fe9d54c4c12c3bc2d25946c20cc15f90629a18a15a9c,TEL-fe17893b2771a370,2026-08-26T10:46:29.522613+00:00,2026-08-26T10:47:14.063397+00:00,deepseek-v4-pro,remote_provider,780,2810,2640,0.0121572,0,,0,1,1,not_identified,supported_positive,T0,T1,0.9,"T0 shows a positive predictive association: Telegram-present tokens had 1.485% terminal graduation vs 0.166% absent; matched difference 0.945 percentage points (95% CI 0.732-1.163, e-value 5.02). However, causal identification is not established from this observational matching evidence alone; T1 timing/exogenous-shock/remaining-controls evidence is missing, and absence of identification is not evidence of no effect."
