case_id,rung,model,provider,run_id,run_date_utc,temperature,prompt_hash,data_access,tools_allowed,headline_estimate,ci95_low,ci95_high,worked_decision,self_reported_confidence,mentions_control_group,mentions_pretrend,mentions_stakeholders,mentions_uncertainty,final_claim,raw_response_path,ablation_id,ablation_family,removed_scaffold,model_spec_id,execution_status,error
pumpswap_shilin_application,L2,deepseek-chat,DeepSeek,1,2026-08-05T03:17:19.779336+00:00,0.0,bbea53068e8d9e11afc0c05e333e8657e995bc36f662249ad54927701e237b5d,market_daily_panel; ablation=omit_pretrend_diagnostics,none; API runner appended local artifact bundle,0.4116991342312808,-0.1280184758660943,0.951416744328656,no_or_uncertain,0.5,1,0,1,1,"The PumpSwap regime did not produce a statistically significant change in aggregate daily volume at the market level (L2 estimate 0.41, 95% CI -0.13 to 0.95). The outcome is an aggregate volume metric, not a stakeholder outcome, so the question of whether the regime 'worked' remains pending.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_pretrend_diagnostics_L2_run001.json,omit_pretrend_diagnostics,scaffold_removed,pretrend_event_study_guardrail,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L2,deepseek-chat,DeepSeek,1,2026-08-05T03:17:22.928821+00:00,0.0,1d1d07d78427d91861483931198456d0ccc99bf49b546479746307b115a9be6c,market_daily_panel; ablation=omit_uncertainty_inference,none; API runner appended local artifact bundle,0.4116991342312808,-0.1280184758660943,0.951416744328656,no_or_uncertain,0.1348890690674124,0,0,0,1,Market-level TWFE. Still an aggregate-volume estimand.,artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_uncertainty_inference_L2_run001.json,omit_uncertainty_inference,scaffold_removed,few_cluster_uncertainty_guardrail,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L2,deepseek-chat,DeepSeek,1,2026-08-05T03:17:25.841096+00:00,0.0,a5710aba5af5952725ac5ea0253f6dc41756a826de42ef7486862e90d53a6d09,market_daily_panel; ablation=omit_stakeholder_battery,none; API runner appended local artifact bundle,0.4116991342312808,-0.1280184758660943,0.951416744328656,no_or_uncertain,0.5,0,0,0,1,"The migration to PumpSwap is associated with a 51% increase in daily volume (95% CI: -12% to 159%), but the estimate is imprecise and not statistically significant at the 5% level. Given the L2 rung and market-level TWFE design, we cannot confidently attribute this change to the migration.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_stakeholder_battery_L2_run001.json,omit_stakeholder_battery,scaffold_removed,stakeholder_specific_metric_battery,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L2,deepseek-chat,DeepSeek,1,2026-08-05T03:17:29.115657+00:00,0.0,9656f31b379c85b428b14699e614e91d11f78a626188e4343af0de3c5875dc4e,market_daily_panel; ablation=omit_data_gap_ledger,none; API runner appended local artifact bundle,0.4116991342312808,-0.1280184758660943,0.951416744328656,no_or_uncertain,0.6,1,0,1,1,"The PumpSwap migration did not produce a statistically significant change in daily volume at the market level (estimate 0.41, 95% CI -0.13 to 0.95). The effect is positive but imprecise, so we cannot conclude it worked. Stakeholder outcomes (e.g., fees, user surplus) are not identified in the available data; pending further analysis.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_data_gap_ledger_L2_run001.json,omit_data_gap_ledger,scaffold_removed,data_availability_claim_boundary,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L3,deepseek-chat,DeepSeek,1,2026-08-05T03:17:32.448026+00:00,0.0,7dfde7c1893fc2a64ea5d9739bb8c3c6ab6f5f707f2a0dbee3186f7513eda96b,market_daily_panel plus estimator note; ablation=baseline,none; API runner appended local artifact bundle,0.8360532755809342,0.4716336440294297,1.2004729071324387,yes,0.25,0,1,1,1,"The L3 event-study estimate suggests a positive average post-event effect on log volume (0.84, 95% CI [0.47, 1.20]), but pre-trend diagnostics flag significant pre-existing trends, so the causal interpretation is uncertain. The outcome is aggregate volume, not a stakeholder-specific metric; stakeholder outcomes are pending.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_baseline_L3_run001.json,baseline,baseline,nan,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L3,deepseek-chat,DeepSeek,1,2026-08-05T03:17:36.598934+00:00,0.0,2da2aab4421dd6cda9e751d6807732617d8876ddbacf8ad737f23f19825b98d3,market_daily_panel plus estimator note; ablation=omit_pretrend_diagnostics,none; API runner appended local artifact bundle,0.8360532755809342,0.4716336440294297,1.2004729071324387,yes,0.5,0,0,1,1,"The PumpSwap migration is associated with a statistically significant average post-event increase in log daily volume of 0.836 (95% CI 0.472 to 1.200) in the L3 dynamic event-study specification. However, this is an aggregate volume estimand, not a stakeholder outcome such as revenue or user surplus; the causal interpretation relies on the L3 design assumptions. Stakeholder-level outcomes are pending.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_pretrend_diagnostics_L3_run001.json,omit_pretrend_diagnostics,scaffold_removed,pretrend_event_study_guardrail,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L3,deepseek-chat,DeepSeek,1,2026-08-05T03:17:39.323006+00:00,0.0,2be53da9a71f3a8bc025ea9074fab6dfd905af0584ccec1aa620aff540d99711,market_daily_panel plus estimator note; ablation=omit_uncertainty_inference,none; API runner appended local artifact bundle,0.8360532755809342,0.4716336440294297,1.2004729071324387,yes,0.7,0,1,0,1,"The migration to PumpSwap is associated with a statistically significant increase in log daily volume, but pre-trend violations warrant caution in causal interpretation.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_uncertainty_inference_L3_run001.json,omit_uncertainty_inference,scaffold_removed,few_cluster_uncertainty_guardrail,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L3,deepseek-chat,DeepSeek,1,2026-08-05T03:17:42.129787+00:00,0.0,956302b4fd215119ee7d8e1db4b538a3ece3169f6a6822b1b8fc3f729a2baaaa,market_daily_panel plus estimator note; ablation=omit_stakeholder_battery,none; API runner appended local artifact bundle,0.8360532755809342,0.4716336440294297,1.2004729071324387,yes,0.5,0,1,0,1,"The migration to PumpSwap is associated with a statistically significant increase in log daily volume of about 0.84 (95% CI 0.47 to 1.20) in the post-event period, but pre-trend violations and market-level aggregation limit causal interpretation.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_stakeholder_battery_L3_run001.json,omit_stakeholder_battery,scaffold_removed,stakeholder_specific_metric_battery,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L3,deepseek-chat,DeepSeek,1,2026-08-05T03:17:44.705824+00:00,0.0,96e0cda74cbf4150efaa3150e4947fcfcf6888cfd11ba502f168044a2d9cd342,market_daily_panel plus estimator note; ablation=omit_data_gap_ledger,none; API runner appended local artifact bundle,0.8360532755809342,0.4716336440294297,1.2004729071324387,yes,0.25,0,1,1,1,"The PumpSwap migration is associated with a significant increase in log volume (0.84, 95% CI [0.47, 1.20]), but pre-trend violations and lack of stakeholder outcome data limit causal interpretation.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_data_gap_ledger_L3_run001.json,omit_data_gap_ledger,scaffold_removed,data_availability_claim_boundary,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L4,deepseek-chat,DeepSeek,1,2026-08-05T03:17:49.770807+00:00,0.0,f7d7808a4c00024d47c274fb3006940d2138fc46db49e5c77073e10577bcccce,market_daily_panel; ablation=baseline,none; API runner appended local artifact bundle,0.8360532755809342,0.4716336440294297,1.2004729071324387,pretrend_flagged,0.25,0,1,1,1,"The PumpSwap migration is associated with a statistically significant average post-event increase in log daily volume of 0.836 log points (95% CI: 0.472, 1.200), but pre-trend diagnostics flag significant pre-existing trends, so this estimate should not be interpreted as clean causal evidence. The stakeholder outcome (e.g., user welfare or protocol revenue) is not identified in the provided data; pending.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_baseline_L4_run001.json,baseline,baseline,nan,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L4,deepseek-chat,DeepSeek,1,2026-08-05T03:17:53.115219+00:00,0.0,f827ed0b36656384fe38ee327174a446fbc100f2782e6fa6e3447296211ceccc,market_daily_panel; ablation=omit_pretrend_diagnostics,none; API runner appended local artifact bundle,0.8360532755809342,0.4716336440294297,1.2004729071324387,yes,0.7,1,0,1,1,"The PumpSwap migration was associated with a statistically significant increase in log daily volume of 0.84 (95% CI 0.47 to 1.20) in the post-event period, based on a single-event dynamic DiD analogue. However, this is an aggregate volume estimand, not a stakeholder outcome, and causal interpretation is limited by the lack of a true staggered design and potential confounding.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_pretrend_diagnostics_L4_run001.json,omit_pretrend_diagnostics,scaffold_removed,pretrend_event_study_guardrail,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L4,deepseek-chat,DeepSeek,1,2026-08-05T03:17:55.701319+00:00,0.0,ac495c0a56843c2b5b855887522ba2ea7c4670089ffc217ab90c1e78c2028414,market_daily_panel; ablation=omit_uncertainty_inference,none; API runner appended local artifact bundle,0.8360532755809342,0.4716336440294297,1.2004729071324387,pretrend_flagged,0.0,0,1,0,1,Pre-trend risk detected; market-level volume estimates should not be read as clean causal evidence.,artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_uncertainty_inference_L4_run001.json,omit_uncertainty_inference,scaffold_removed,few_cluster_uncertainty_guardrail,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L4,deepseek-chat,DeepSeek,1,2026-08-05T03:17:58.247526+00:00,0.0,ab7be1455d4dc7d210869511d0f708d9342ec35e467e9be413285bae562fbe58,market_daily_panel; ablation=omit_stakeholder_battery,none; API runner appended local artifact bundle,0.8360532755809342,0.4716336440294297,1.2004729071324387,pretrend_flagged,0.3,0,1,0,1,"The migration to PumpSwap is associated with a statistically significant increase in daily trading volume, but pre-trend violations undermine a causal interpretation.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_stakeholder_battery_L4_run001.json,omit_stakeholder_battery,scaffold_removed,stakeholder_specific_metric_battery,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L4,deepseek-chat,DeepSeek,1,2026-08-05T03:18:01.202734+00:00,0.0,fe1d3a4440cb81fe2c516fdbb093b94feb620c2f760c8b9c63aae303104aca20,market_daily_panel; ablation=omit_data_gap_ledger,none; API runner appended local artifact bundle,0.8360532755809342,0.4716336440294297,1.2004729071324387,pretrend_flagged,0.3,0,1,0,1,"The PumpSwap migration is associated with a statistically significant increase in log volume (0.84, 95% CI [0.47, 1.20]), but pre-trend violations undermine causal interpretation; the effect is not cleanly identified.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_data_gap_ledger_L4_run001.json,omit_data_gap_ledger,scaffold_removed,data_availability_claim_boundary,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L5,deepseek-chat,DeepSeek,1,2026-08-05T03:18:04.348702+00:00,0.0,e8e94c27a8a462c95b1e33763b098e2f385572c0c56fa1f5c6577a9bdce5a561,market panel plus RED-PUMP token outcomes and HF Pump.fun risk snapshots; ablation=baseline,none; API runner appended local artifact bundle,0.5237034458753915,0.4857577083907525,0.5616491833600306,retail_risk_higher,0.7,1,1,1,1,"The PumpSwap regime did not reduce retail risk: high-concentration tokens carry a 52.4 pp higher source-coded high/critical risk probability, and the market-level volume gains are pre-trend flagged. Stakeholder outcomes are mixed and incomplete; the headline is a proxy association, not a causal welfare estimate.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_baseline_L5_run001.json,baseline,baseline,nan,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L5,deepseek-chat,DeepSeek,1,2026-08-05T03:18:07.728996+00:00,0.0,19f9751915b86c0936709fe6afb25cd4d3fb8221553460b8b1a73b8574097833,market panel plus RED-PUMP token outcomes and HF Pump.fun risk snapshots; ablation=omit_pretrend_diagnostics,none; API runner appended local artifact bundle,0.5237034458753915,0.4857577083907525,0.5616491833600306,retail_risk_higher,0.7,1,0,1,1,"The PumpSwap regime did not reduce retail risk exposure: high-concentration tokens carry a 52.4 percentage-point higher source-coded high/critical risk probability, and the ecosystem remains dominated by extreme holder concentration (p90 top-10 share 100%) and thin graduation (0.198%). While the migration coincided with higher aggregate volume, the stakeholder-level evidence indicates persistent structural risks for retail traders, so the regime cannot be judged as working for them.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_pretrend_diagnostics_L5_run001.json,omit_pretrend_diagnostics,scaffold_removed,pretrend_event_study_guardrail,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L5,deepseek-chat,DeepSeek,1,2026-08-05T03:18:10.696606+00:00,0.0,4d868084537cdebb539b6b9f0a2c597eb6782a4343d702c4e986e683c81d6c40,market panel plus RED-PUMP token outcomes and HF Pump.fun risk snapshots; ablation=omit_uncertainty_inference,none; API runner appended local artifact bundle,0.5237034458753915,0.4857577083907525,0.5616491833600306,retail_risk_higher,3.7477421454442e-161,0,0,1,1,"High-concentration tokens carry a 52.4 percentage point higher probability of source-coded high/critical risk, but this is a proxy association, not sniper causality.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_uncertainty_inference_L5_run001.json,omit_uncertainty_inference,scaffold_removed,few_cluster_uncertainty_guardrail,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L5,deepseek-chat,DeepSeek,1,2026-08-05T03:18:14.064725+00:00,0.0,e68db7f270003ae09fa7cd9dff4c6d6fadbf4e0415203cae83dedce347be397f,market panel plus RED-PUMP token outcomes and HF Pump.fun risk snapshots; ablation=omit_stakeholder_battery,none; API runner appended local artifact bundle,0.8360532755809342,0.4716336440294297,1.2004729071324387,pretrend_flagged,0.5,0,1,0,1,"The migration is associated with a large positive average post-event dynamic effect on log volume (0.84, 95% CI 0.47 to 1.20), but pre-trend risk is flagged and the estimate is based on market-level volume, not a clean causal effect. External validation samples (Solana RPC, Moralis) support mechanism plausibility but are not full welfare causal estimates.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_stakeholder_battery_L5_run001.json,omit_stakeholder_battery,scaffold_removed,stakeholder_specific_metric_battery,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L5,deepseek-chat,DeepSeek,1,2026-08-05T03:18:16.738885+00:00,0.0,da2847af46b18aec46eaa38691768eafa62d67ce48abdf7c93399d8852d9bae8,market panel plus RED-PUMP token outcomes and HF Pump.fun risk snapshots; ablation=omit_data_gap_ledger,none; API runner appended local artifact bundle,0.5237034458753915,0.4857577083907525,0.5616491833600306,retail_risk_higher,0.9,0,0,1,1,"The PumpSwap regime shows a significant association between high holder concentration and elevated source-coded risk, but causal welfare effects remain pending due to lack of stakeholder outcome data.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_data_gap_ledger_L5_run001.json,omit_data_gap_ledger,scaffold_removed,data_availability_claim_boundary,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L6,deepseek-chat,DeepSeek,1,2026-08-05T03:18:20.460483+00:00,0.0,58224f5430afa03cf07e9345ee452b10278d016064dd99702682b44f6fb1666b,market panel plus inference outputs; ablation=baseline,none; API runner appended local artifact bundle,0.4116991342312808,-1.3423157539376225,1.342315753937705,no_or_uncertain,0.6875,0,0,1,1,"The PumpSwap regime shows a positive but statistically insignificant average effect on log daily volume (0.41, 95% CI -1.34 to 1.34) under few-cluster wild bootstrap; market-level evidence is uncertain and cannot support a clean causal welfare claim. Stakeholder outcomes beyond volume are pending.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_baseline_L6_run001.json,baseline,baseline,nan,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L6,deepseek-chat,DeepSeek,1,2026-08-05T03:18:23.916942+00:00,0.0,2d347b447d8a3d9ec6f5539b83d2bfe9827e6bf4748cf0567994fb4dde656917,market panel plus inference outputs; ablation=omit_pretrend_diagnostics,none; API runner appended local artifact bundle,0.4116991342312808,-1.3423157539376225,1.342315753937705,no_or_uncertain,0.6875,0,0,1,1,"The PumpSwap regime shows no statistically significant change in aggregate daily volume (estimate 0.41, 95% CI -1.34 to 1.34, p=0.69). Operational evidence confirms PumpSwap as a functioning liquidity venue, but welfare or stakeholder-level outcomes are not identified at this rung; the headline decision is 'no_or_uncertain'.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_pretrend_diagnostics_L6_run001.json,omit_pretrend_diagnostics,scaffold_removed,pretrend_event_study_guardrail,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L6,deepseek-chat,DeepSeek,1,2026-08-05T03:18:26.920408+00:00,0.0,6adb5cb321bda9e64f4c04de281f10ef40b92938139519f8cec478a6506a5adc,market panel plus inference outputs; ablation=omit_uncertainty_inference,none; API runner appended local artifact bundle,0.4116991342312808,-1.3423157539376225,1.342315753937705,no_or_uncertain,0.6875,0,0,0,1,Exact over 16 Rademacher assignments with 4 protocol clusters.,artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_uncertainty_inference_L6_run001.json,omit_uncertainty_inference,scaffold_removed,few_cluster_uncertainty_guardrail,DeepSeek_deepseek-chat,ok,nan
pumpswap_shilin_application,L6,deepseek-chat,DeepSeek,1,2026-08-05T03:18:31.350809+00:00,0.0,a69c356497841fcadd447e0a16ea0cbfb344fa0671483ffb6bd4fd0ce7526bea,market panel plus inference outputs; ablation=omit_stakeholder_battery,none; API runner appended local artifact bundle,0.4116991342312808,-1.3423157539376225,1.342315753937705,no_or_uncertain,0.6875,0,1,0,1,"The market-level estimate of the Pump.fun to PumpSwap migration effect on log(1 + daily volume USD) is 0.4117, but the 95% wild-cluster bootstrap confidence interval is [-1.3423, 1.3423] with p=0.6875, indicating no statistically significant effect. Pre-trend risk and few-cluster inference (4 clusters) make this estimate unreliable for causal claims. Mechanism-level evidence supports PumpSwap as an operational post-migration venue, but does not establish causal welfare or volume effects.",artifacts/agent_runs/raw_ablation/DeepSeek_deepseek-chat_omit_stakeholder_battery_L6_run001.json,omit_stakeholder_battery,scaffold_removed,stakeholder_specific_metric_battery,DeepSeek_deepseek-chat,ok,nan
