case_id,rung,model,provider,run_id,run_date_utc,temperature,prompt_hash,data_access,tools_allowed,headline_estimate,ci95_low,ci95_high,worked_decision,self_reported_confidence,mentions_control_group,mentions_pretrend,mentions_stakeholders,mentions_uncertainty,final_claim,raw_response_path
pumpswap_application,L1,deepseek-chat,DeepSeek,1,2026-07-30T17:55:46.364588+00:00,0.0,313f382a0a13e51d27e9c787f95b0e44e3753dcd53723876b9d32cf0814a6c3d,market_daily_panel with control units,none; API runner appended local artifact bundle,0.4116991342312583,-0.028808591376533,0.8522068598390498,no_or_uncertain,0.25,0,0,0,1,"The PumpSwap migration shows a positive but statistically insignificant effect on daily volume, with the confidence interval spanning zero, so we cannot conclude the regime worked.",artifacts/agent_runs/raw/deepseek-chat_L1_run001.json
pumpswap_application,L1,deepseek-chat,DeepSeek,2,2026-07-30T17:55:48.819283+00:00,0.0,313f382a0a13e51d27e9c787f95b0e44e3753dcd53723876b9d32cf0814a6c3d,market_daily_panel with control units,none; API runner appended local artifact bundle,0.4116991342312583,-0.028808591376533,0.8522068598390498,no_or_uncertain,0.25,1,0,0,1,"The PumpSwap migration did not produce a statistically significant change in daily volume at the 95% confidence level, with the confidence interval spanning zero and a p-value of 0.067.",artifacts/agent_runs/raw/deepseek-chat_L1_run002.json
pumpswap_application,L1,deepseek-chat,DeepSeek,3,2026-07-30T17:55:51.256348+00:00,0.0,313f382a0a13e51d27e9c787f95b0e44e3753dcd53723876b9d32cf0814a6c3d,market_daily_panel with control units,none; API runner appended local artifact bundle,0.4116991342312583,-0.028808591376533,0.8522068598390498,no_or_uncertain,0.25,0,0,0,1,"The PumpSwap migration shows a positive but statistically insignificant effect on daily volume, with the confidence interval spanning zero, so we cannot conclude the regime worked.",artifacts/agent_runs/raw/deepseek-chat_L1_run003.json
pumpswap_application,L1,deepseek-chat,DeepSeek,4,2026-07-30T17:55:53.798556+00:00,0.0,313f382a0a13e51d27e9c787f95b0e44e3753dcd53723876b9d32cf0814a6c3d,market_daily_panel with control units,none; API runner appended local artifact bundle,0.4116991342312583,-0.028808591376533,0.8522068598390498,no_or_uncertain,0.25,1,0,0,1,"The PumpSwap migration did not produce a statistically significant change in daily volume at the 95% confidence level, with the confidence interval spanning zero. The estimate is positive but uncertain.",artifacts/agent_runs/raw/deepseek-chat_L1_run004.json
pumpswap_application,L1,deepseek-chat,DeepSeek,5,2026-07-30T17:55:56.469964+00:00,0.0,313f382a0a13e51d27e9c787f95b0e44e3753dcd53723876b9d32cf0814a6c3d,market_daily_panel with control units,none; API runner appended local artifact bundle,0.4116991342312583,-0.028808591376533,0.8522068598390498,no_or_uncertain,0.25,1,0,0,1,"The PumpSwap migration did not produce a statistically significant increase in daily volume at the 95% confidence level, so the regime's effectiveness is uncertain.",artifacts/agent_runs/raw/deepseek-chat_L1_run005.json
pumpswap_application,L1,deepseek-chat,DeepSeek,6,2026-07-30T17:55:58.982428+00:00,0.0,313f382a0a13e51d27e9c787f95b0e44e3753dcd53723876b9d32cf0814a6c3d,market_daily_panel with control units,none; API runner appended local artifact bundle,0.4116991342312583,-0.028808591376533,0.8522068598390498,no_or_uncertain,0.25,0,0,0,1,"The PumpSwap migration shows a positive but statistically insignificant effect on daily volume, with the confidence interval spanning zero, so we cannot conclude the regime worked.",artifacts/agent_runs/raw/deepseek-chat_L1_run006.json
pumpswap_application,L1,deepseek-chat,DeepSeek,7,2026-07-30T17:56:01.392217+00:00,0.0,313f382a0a13e51d27e9c787f95b0e44e3753dcd53723876b9d32cf0814a6c3d,market_daily_panel with control units,none; API runner appended local artifact bundle,0.4116991342312583,-0.028808591376533,0.8522068598390498,no_or_uncertain,0.25,1,0,0,1,"The PumpSwap migration did not produce a statistically significant change in daily volume at the 95% confidence level, so the regime's effectiveness is uncertain.",artifacts/agent_runs/raw/deepseek-chat_L1_run007.json
pumpswap_application,L1,deepseek-chat,DeepSeek,8,2026-07-30T17:56:03.877774+00:00,0.0,313f382a0a13e51d27e9c787f95b0e44e3753dcd53723876b9d32cf0814a6c3d,market_daily_panel with control units,none; API runner appended local artifact bundle,0.4116991342312583,-0.028808591376533,0.8522068598390498,no_or_uncertain,0.25,1,0,0,1,"The PumpSwap migration did not produce a statistically significant change in daily volume at the 95% confidence level, so the regime's effectiveness is uncertain.",artifacts/agent_runs/raw/deepseek-chat_L1_run008.json
pumpswap_application,L1,deepseek-chat,DeepSeek,9,2026-07-30T17:56:06.716392+00:00,0.0,313f382a0a13e51d27e9c787f95b0e44e3753dcd53723876b9d32cf0814a6c3d,market_daily_panel with control units,none; API runner appended local artifact bundle,0.4116991342312583,-0.028808591376533,0.8522068598390498,no_or_uncertain,0.25,1,0,0,1,"The PumpSwap migration did not produce a statistically significant increase in daily volume at the 95% confidence level, with the estimate being positive but imprecise and the p-value above 0.05.",artifacts/agent_runs/raw/deepseek-chat_L1_run009.json
pumpswap_application,L1,deepseek-chat,DeepSeek,10,2026-07-30T17:56:09.414544+00:00,0.0,313f382a0a13e51d27e9c787f95b0e44e3753dcd53723876b9d32cf0814a6c3d,market_daily_panel with control units,none; API runner appended local artifact bundle,0.4116991342312583,-0.028808591376533,0.8522068598390498,no_or_uncertain,0.25,0,0,0,1,"The PumpSwap migration shows a positive but statistically insignificant effect on daily volume, with the confidence interval spanning zero, so we cannot conclude the regime worked.",artifacts/agent_runs/raw/deepseek-chat_L1_run010.json
pumpswap_application,L2,deepseek-chat,DeepSeek,1,2026-07-30T17:56:11.972703+00:00,0.0,6ae25e63beafd12c2ccfdb1cc1358a5683c0f9e195150b9cd22f2879a10ce80f,market_daily_panel,none; API runner appended local artifact bundle,0.4116991342309882,-0.128018475866481,0.9514167443284576,no_or_uncertain,0.25,1,0,0,1,The PumpSwap migration did not produce a statistically significant change in daily volume at the market level with unit/date fixed effects; the estimate is positive but the confidence interval includes zero.,artifacts/agent_runs/raw/deepseek-chat_L2_run001.json
pumpswap_application,L2,deepseek-chat,DeepSeek,2,2026-07-30T17:56:14.678261+00:00,0.0,6ae25e63beafd12c2ccfdb1cc1358a5683c0f9e195150b9cd22f2879a10ce80f,market_daily_panel,none; API runner appended local artifact bundle,0.4116991342309882,-0.128018475866481,0.9514167443284576,no_or_uncertain,0.25,1,0,0,1,The PumpSwap migration did not produce a statistically significant change in daily volume at the market level with unit/date fixed effects; the estimate is positive but imprecise and not significant at conventional levels.,artifacts/agent_runs/raw/deepseek-chat_L2_run002.json
pumpswap_application,L2,deepseek-chat,DeepSeek,3,2026-07-30T17:56:17.366609+00:00,0.0,6ae25e63beafd12c2ccfdb1cc1358a5683c0f9e195150b9cd22f2879a10ce80f,market_daily_panel,none; API runner appended local artifact bundle,0.4116991342309882,-0.128018475866481,0.9514167443284576,no_or_uncertain,0.25,1,0,0,1,"The PumpSwap migration did not produce a statistically significant change in daily volume at the market level, with the confidence interval spanning zero and a p-value of 0.135.",artifacts/agent_runs/raw/deepseek-chat_L2_run003.json
pumpswap_application,L2,deepseek-chat,DeepSeek,4,2026-07-30T17:56:19.874659+00:00,0.0,6ae25e63beafd12c2ccfdb1cc1358a5683c0f9e195150b9cd22f2879a10ce80f,market_daily_panel,none; API runner appended local artifact bundle,0.4116991342309882,-0.128018475866481,0.9514167443284576,no_or_uncertain,0.25,1,0,0,1,The PumpSwap migration did not produce a statistically significant change in daily volume at the market level with unit/date fixed effects.,artifacts/agent_runs/raw/deepseek-chat_L2_run004.json
pumpswap_application,L2,deepseek-chat,DeepSeek,5,2026-07-30T17:56:22.407830+00:00,0.0,6ae25e63beafd12c2ccfdb1cc1358a5683c0f9e195150b9cd22f2879a10ce80f,market_daily_panel,none; API runner appended local artifact bundle,0.4116991342309882,-0.128018475866481,0.9514167443284576,no_or_uncertain,0.25,1,0,0,1,"The PumpSwap migration did not produce a statistically significant change in daily volume at the market level, with the confidence interval spanning zero and a p-value of 0.135.",artifacts/agent_runs/raw/deepseek-chat_L2_run005.json
pumpswap_application,L2,deepseek-chat,DeepSeek,6,2026-07-30T17:56:25.280712+00:00,0.0,6ae25e63beafd12c2ccfdb1cc1358a5683c0f9e195150b9cd22f2879a10ce80f,market_daily_panel,none; API runner appended local artifact bundle,0.4116991342309882,-0.128018475866481,0.9514167443284576,no_or_uncertain,0.25,1,0,0,1,The PumpSwap migration did not produce a statistically significant change in daily volume at the market level with unit/date fixed effects.,artifacts/agent_runs/raw/deepseek-chat_L2_run006.json
pumpswap_application,L2,deepseek-chat,DeepSeek,7,2026-07-30T17:56:28.255600+00:00,0.0,6ae25e63beafd12c2ccfdb1cc1358a5683c0f9e195150b9cd22f2879a10ce80f,market_daily_panel,none; API runner appended local artifact bundle,0.4116991342309882,-0.128018475866481,0.9514167443284576,no_or_uncertain,0.25,1,0,0,1,"The PumpSwap migration did not produce a statistically significant change in daily volume at the market level, with the confidence interval spanning zero and a p-value of 0.135.",artifacts/agent_runs/raw/deepseek-chat_L2_run007.json
pumpswap_application,L2,deepseek-chat,DeepSeek,8,2026-07-30T17:56:31.034711+00:00,0.0,6ae25e63beafd12c2ccfdb1cc1358a5683c0f9e195150b9cd22f2879a10ce80f,market_daily_panel,none; API runner appended local artifact bundle,0.4116991342309882,-0.128018475866481,0.9514167443284576,no_or_uncertain,0.25,1,0,0,1,"The PumpSwap migration did not produce a statistically significant change in daily volume at the market level, with the confidence interval spanning zero and a p-value of 0.135.",artifacts/agent_runs/raw/deepseek-chat_L2_run008.json
pumpswap_application,L2,deepseek-chat,DeepSeek,9,2026-07-30T17:56:33.599929+00:00,0.0,6ae25e63beafd12c2ccfdb1cc1358a5683c0f9e195150b9cd22f2879a10ce80f,market_daily_panel,none; API runner appended local artifact bundle,0.4116991342309882,-0.128018475866481,0.9514167443284576,no_or_uncertain,0.25,1,0,0,1,The PumpSwap migration did not produce a statistically significant change in daily volume at the market level with unit/date fixed effects.,artifacts/agent_runs/raw/deepseek-chat_L2_run009.json
pumpswap_application,L2,deepseek-chat,DeepSeek,10,2026-07-30T17:56:36.114578+00:00,0.0,6ae25e63beafd12c2ccfdb1cc1358a5683c0f9e195150b9cd22f2879a10ce80f,market_daily_panel,none; API runner appended local artifact bundle,0.4116991342309882,-0.128018475866481,0.9514167443284576,no_or_uncertain,0.25,1,0,0,1,"The PumpSwap migration did not produce a statistically significant change in daily volume at the market level, with the confidence interval spanning zero and a p-value of 0.135.",artifacts/agent_runs/raw/deepseek-chat_L2_run010.json
pumpswap_application,L3,deepseek-chat,DeepSeek,1,2026-07-30T17:56:38.873719+00:00,0.0,62b580cea7171de500d67a685cbcc17211e6e390be3fc1d1fe6f18af0d66459b,market_daily_panel plus estimator note,none; API runner appended local artifact bundle,0.836053275580796,0.4716336440292718,1.20047290713232,yes,0.5,0,1,0,1,"The PumpSwap migration increased weekly log volume by 0.84 (95% CI [0.47, 1.20]) relative to the counterfactual, but pre-trend violations weaken causal interpretation.",artifacts/agent_runs/raw/deepseek-chat_L3_run001.json
pumpswap_application,L3,deepseek-chat,DeepSeek,2,2026-07-30T17:56:41.424100+00:00,0.0,62b580cea7171de500d67a685cbcc17211e6e390be3fc1d1fe6f18af0d66459b,market_daily_panel plus estimator note,none; API runner appended local artifact bundle,0.836053275580796,0.4716336440292718,1.20047290713232,yes,0.5,0,1,0,1,"The PumpSwap migration increased log daily volume by 0.84 (95% CI: 0.47 to 1.20) in the post-event period, but pre-trend violations weaken causal interpretation.",artifacts/agent_runs/raw/deepseek-chat_L3_run002.json
pumpswap_application,L3,deepseek-chat,DeepSeek,3,2026-07-30T17:56:44.042195+00:00,0.0,62b580cea7171de500d67a685cbcc17211e6e390be3fc1d1fe6f18af0d66459b,market_daily_panel plus estimator note,none; API runner appended local artifact bundle,0.836053275580796,0.4716336440292718,1.20047290713232,yes,0.5,0,1,0,1,"The PumpSwap migration increased weekly log volume by 0.84 (95% CI: 0.47 to 1.20) relative to the counterfactual, but pre-trend violations weaken causal interpretation.",artifacts/agent_runs/raw/deepseek-chat_L3_run003.json
pumpswap_application,L3,deepseek-chat,DeepSeek,4,2026-07-30T17:56:46.858370+00:00,0.0,62b580cea7171de500d67a685cbcc17211e6e390be3fc1d1fe6f18af0d66459b,market_daily_panel plus estimator note,none; API runner appended local artifact bundle,0.836053275580796,0.4716336440292718,1.20047290713232,yes,0.5,0,1,0,1,"The PumpSwap migration increased weekly log volume by 0.84 (95% CI [0.47, 1.20]) on average post-event, but pre-trend violations weaken causal interpretation.",artifacts/agent_runs/raw/deepseek-chat_L3_run004.json
pumpswap_application,L3,deepseek-chat,DeepSeek,5,2026-07-30T17:56:49.572172+00:00,0.0,62b580cea7171de500d67a685cbcc17211e6e390be3fc1d1fe6f18af0d66459b,market_daily_panel plus estimator note,none; API runner appended local artifact bundle,0.836053275580796,0.4716336440292718,1.20047290713232,yes,0.5,0,1,0,1,"The PumpSwap migration increased weekly log volume by 0.84 (95% CI: 0.47 to 1.20) relative to the counterfactual, but pre-trend violations weaken causal interpretation.",artifacts/agent_runs/raw/deepseek-chat_L3_run005.json
pumpswap_application,L3,deepseek-chat,DeepSeek,6,2026-07-30T17:56:52.152680+00:00,0.0,62b580cea7171de500d67a685cbcc17211e6e390be3fc1d1fe6f18af0d66459b,market_daily_panel plus estimator note,none; API runner appended local artifact bundle,0.836053275580796,0.4716336440292718,1.20047290713232,yes,0.5,0,1,0,1,"The PumpSwap migration increased log volume by 0.84 (95% CI [0.47, 1.20]) on average post-event, but pre-trend violations weaken causal interpretation.",artifacts/agent_runs/raw/deepseek-chat_L3_run006.json
pumpswap_application,L3,deepseek-chat,DeepSeek,7,2026-07-30T17:56:54.604575+00:00,0.0,62b580cea7171de500d67a685cbcc17211e6e390be3fc1d1fe6f18af0d66459b,market_daily_panel plus estimator note,none; API runner appended local artifact bundle,0.836053275580796,0.4716336440292718,1.20047290713232,yes,0.5,0,1,0,1,"The PumpSwap migration increased weekly log volume by 0.84 (95% CI: 0.47 to 1.20) relative to the counterfactual, but pre-trend violations reduce confidence in a causal interpretation.",artifacts/agent_runs/raw/deepseek-chat_L3_run007.json
pumpswap_application,L3,deepseek-chat,DeepSeek,8,2026-07-30T17:56:57.276516+00:00,0.0,62b580cea7171de500d67a685cbcc17211e6e390be3fc1d1fe6f18af0d66459b,market_daily_panel plus estimator note,none; API runner appended local artifact bundle,0.836053275580796,0.4716336440292718,1.20047290713232,yes,0.5,0,1,0,1,"The PumpSwap migration increased weekly log volume by 0.84 (95% CI [0.47, 1.20]) on average post-event, but pre-trend violations weaken causal interpretation.",artifacts/agent_runs/raw/deepseek-chat_L3_run008.json
pumpswap_application,L3,deepseek-chat,DeepSeek,9,2026-07-30T17:56:59.815275+00:00,0.0,62b580cea7171de500d67a685cbcc17211e6e390be3fc1d1fe6f18af0d66459b,market_daily_panel plus estimator note,none; API runner appended local artifact bundle,0.836053275580796,0.4716336440292718,1.20047290713232,yes,0.5,0,1,0,1,"The PumpSwap migration increased weekly log volume by 0.84 (95% CI [0.47, 1.20]) relative to the counterfactual, but pre-trend violations weaken causal interpretation.",artifacts/agent_runs/raw/deepseek-chat_L3_run009.json
pumpswap_application,L3,deepseek-chat,DeepSeek,10,2026-07-30T17:57:02.464625+00:00,0.0,62b580cea7171de500d67a685cbcc17211e6e390be3fc1d1fe6f18af0d66459b,market_daily_panel plus estimator note,none; API runner appended local artifact bundle,0.836053275580796,0.4716336440292718,1.20047290713232,yes,0.5,0,1,0,1,"The PumpSwap migration increased log volume by 0.84 (95% CI [0.47, 1.20]) on average post-event, but pre-trend violations weaken causal interpretation.",artifacts/agent_runs/raw/deepseek-chat_L3_run010.json
pumpswap_application,L4,deepseek-chat,DeepSeek,1,2026-07-30T17:57:06.264277+00:00,0.0,8c7b03cbb6f2d09deee24d3f2c161548d5479a2e03fbb18474c207d470bb2adb,market_daily_panel,none; API runner appended local artifact bundle,0.836053275580796,0.4716336440292718,1.20047290713232,no_or_uncertain,0.25,0,1,0,1,"The PumpSwap migration is associated with a 131% increase in weekly log volume (95% CI: 60% to 232%), but pre-trend violations undermine causal interpretation; the effect may reflect pre-existing trends rather than the policy.",artifacts/agent_runs/raw/deepseek-chat_L4_run001.json
pumpswap_application,L4,deepseek-chat,DeepSeek,2,2026-07-30T17:57:08.740273+00:00,0.0,8c7b03cbb6f2d09deee24d3f2c161548d5479a2e03fbb18474c207d470bb2adb,market_daily_panel,none; API runner appended local artifact bundle,0.836,0.472,1.2,pretrend_flagged,0.25,0,1,0,1,"PumpSwap migration is associated with a large increase in log volume, but pre-trend violations prevent a clean causal interpretation.",artifacts/agent_runs/raw/deepseek-chat_L4_run002.json
pumpswap_application,L4,deepseek-chat,DeepSeek,3,2026-07-30T17:57:11.308095+00:00,0.0,8c7b03cbb6f2d09deee24d3f2c161548d5479a2e03fbb18474c207d470bb2adb,market_daily_panel,none; API runner appended local artifact bundle,0.836053275580796,0.4716336440292718,1.20047290713232,no_or_uncertain,0.25,0,1,0,1,"The PumpSwap migration is associated with a 131% increase in weekly log volume post-event, but pre-trend violations (significant coefficients in weeks -8 and -3) undermine causal identification at the market level.",artifacts/agent_runs/raw/deepseek-chat_L4_run003.json
pumpswap_application,L4,deepseek-chat,DeepSeek,4,2026-07-30T17:57:13.996507+00:00,0.0,8c7b03cbb6f2d09deee24d3f2c161548d5479a2e03fbb18474c207d470bb2adb,market_daily_panel,none; API runner appended local artifact bundle,0.836053275580796,0.4716336440292718,1.20047290713232,no_or_uncertain,0.25,0,1,0,1,"The PumpSwap migration is associated with a large increase in market-level volume, but pre-trend violations prevent a clean causal interpretation.",artifacts/agent_runs/raw/deepseek-chat_L4_run004.json
pumpswap_application,L4,deepseek-chat,DeepSeek,5,2026-07-30T17:57:16.597334+00:00,0.0,8c7b03cbb6f2d09deee24d3f2c161548d5479a2e03fbb18474c207d470bb2adb,market_daily_panel,none; API runner appended local artifact bundle,0.836053275580796,0.4716336440292718,1.20047290713232,no_or_uncertain,0.25,0,1,0,1,"The PumpSwap migration is associated with a large increase in log volume (0.84, 95% CI [0.47, 1.20]), but pre-trend violations at the market level prevent a clean causal interpretation.",artifacts/agent_runs/raw/deepseek-chat_L4_run005.json
pumpswap_application,L4,deepseek-chat,DeepSeek,6,2026-07-30T17:57:19.266098+00:00,0.0,8c7b03cbb6f2d09deee24d3f2c161548d5479a2e03fbb18474c207d470bb2adb,market_daily_panel,none; API runner appended local artifact bundle,0.836053275580796,0.4716336440292718,1.20047290713232,no_or_uncertain,0.25,0,1,0,1,"The PumpSwap migration is associated with a large increase in log volume (0.84, 95% CI [0.47, 1.20]), but pre-trend violations at the market level prevent a clean causal interpretation.",artifacts/agent_runs/raw/deepseek-chat_L4_run006.json
pumpswap_application,L4,deepseek-chat,DeepSeek,7,2026-07-30T17:57:21.743183+00:00,0.0,8c7b03cbb6f2d09deee24d3f2c161548d5479a2e03fbb18474c207d470bb2adb,market_daily_panel,none; API runner appended local artifact bundle,0.836053275580796,0.4716336440292718,1.20047290713232,no_or_uncertain,0.25,0,1,0,1,"The PumpSwap migration is associated with a large increase in market-level volume, but pre-trend violations prevent a clean causal interpretation.",artifacts/agent_runs/raw/deepseek-chat_L4_run007.json
pumpswap_application,L4,deepseek-chat,DeepSeek,8,2026-07-30T17:57:25.211900+00:00,0.0,8c7b03cbb6f2d09deee24d3f2c161548d5479a2e03fbb18474c207d470bb2adb,market_daily_panel,none; API runner appended local artifact bundle,0.836053275580796,0.4716336440292718,1.20047290713232,no_or_uncertain,0.25,0,1,0,1,"The PumpSwap migration is associated with a 131% increase in weekly log volume post-event, but pre-trend violations undermine causal interpretation; the regime's effectiveness remains uncertain.",artifacts/agent_runs/raw/deepseek-chat_L4_run008.json
pumpswap_application,L4,deepseek-chat,DeepSeek,9,2026-07-30T17:57:27.806465+00:00,0.0,8c7b03cbb6f2d09deee24d3f2c161548d5479a2e03fbb18474c207d470bb2adb,market_daily_panel,none; API runner appended local artifact bundle,0.836053275580796,0.4716336440292718,1.20047290713232,no_or_uncertain,0.25,0,1,0,1,"The PumpSwap migration is associated with a large increase in market-level volume, but pre-trend violations prevent a clean causal interpretation.",artifacts/agent_runs/raw/deepseek-chat_L4_run009.json
pumpswap_application,L4,deepseek-chat,DeepSeek,10,2026-07-30T17:57:30.792739+00:00,0.0,8c7b03cbb6f2d09deee24d3f2c161548d5479a2e03fbb18474c207d470bb2adb,market_daily_panel,none; API runner appended local artifact bundle,0.836053275580796,0.4716336440292718,1.20047290713232,no_or_uncertain,0.25,0,1,0,1,"The PumpSwap migration is associated with a 131% increase in weekly log volume post-event, but pre-trend violations undermine causal interpretation; the effect is not reliably attributable to the policy.",artifacts/agent_runs/raw/deepseek-chat_L4_run010.json
pumpswap_application,L5,deepseek-chat,DeepSeek,1,2026-07-30T17:57:33.552457+00:00,0.0,84793c5766713904b59461e4cd303f504fb15f8af5ac2a69cf8b3b761fe4b3dd,market panel plus RED-PUMP token outcomes and HF Pump.fun risk snapshots,none; API runner appended local artifact bundle,0.5237,0.4858,0.5616,retail_risk_higher,0.5,0,1,1,1,"PumpSwap migration is associated with a 52.4 pp higher probability of high/critical risk for high-concentration tokens, indicating elevated retail risk, but causal attribution is limited by pre-trend concerns and proxy association.",artifacts/agent_runs/raw/deepseek-chat_L5_run001.json
pumpswap_application,L5,deepseek-chat,DeepSeek,2,2026-07-30T17:57:36.014425+00:00,0.0,84793c5766713904b59461e4cd303f504fb15f8af5ac2a69cf8b3b761fe4b3dd,market panel plus RED-PUMP token outcomes and HF Pump.fun risk snapshots,none; API runner appended local artifact bundle,0.5237,0.4858,0.5616,retail_risk_higher,0.5,0,1,1,1,"PumpSwap migration is associated with a 52.4 pp higher probability of high/critical risk for high-concentration tokens, but causal identification is limited by pre-trend risks and proxy associations.",artifacts/agent_runs/raw/deepseek-chat_L5_run002.json
pumpswap_application,L5,deepseek-chat,DeepSeek,3,2026-07-30T17:57:38.469266+00:00,0.0,84793c5766713904b59461e4cd303f504fb15f8af5ac2a69cf8b3b761fe4b3dd,market panel plus RED-PUMP token outcomes and HF Pump.fun risk snapshots,none; API runner appended local artifact bundle,0.5237,0.4858,0.5616,retail_risk_higher,0.5,0,0,1,1,"PumpSwap migration is associated with a 52.4 pp higher probability of high/critical risk for high-concentration tokens, but this is a proxy association, not a causal effect on stakeholder welfare.",artifacts/agent_runs/raw/deepseek-chat_L5_run003.json
